 1 	 4 	340981994.6
 2 	 1 	457084991
 3 	 2 	307850006.1
 4 	 3 	292440002.4
 5 	 4 	389493988
 6 	 1 	564315979
 7 	 2 	368364990.2
 8 	 3 	363536010.7
 9 	 4 	486750000
 10 	 1 	707018005
 11 	 2 	468638000.5
 12 	 3 	474597991.9
 13 	 4 	598052002
 14 	 1 	846932983
 15 	 2 	600546997.1
 16 	 3 	623937011.7
 17 	 4 	757773010.3
 18 	 1 	1077807983
 19 	 2 	744570983.9
 20 	 3 	758747009.3
 21 	 4 	888896972.7
 22 	 1 	1289547974
 23 	 2 	910255981.4
 24 	 3 	939502990.7
 25 	 4 	1099852051
 26 	 1 	1607500977
 27 	 2 	1228666016
 28 	 3 	1255359985
 29 	 4 	1444928955
 30 	 1 	2223041016
 31 	 2 	1488333008
 32 	 3 	1515750000
 33 	 4 	1760345947
 34 	 1 	2724225098
 35 	 2 	1870588013
 36 	 3 	1921829956
 37 	 4 	2143389893
 38 	 1 	3184479004
 39 	 2 	2117743896
 40 	 3 	2208458984
 41 	 4 	2393949951
 42 	 1 	3561940918
 43 	 2 	2380173096
 44 	 3 	2497858000
 45 	 4 	2743882000
 46 	 1 	4078706000
 47 	 2 	2742838000
 48 	 3 	2888078000
 49 	 4 	3119360000
 50 	 1 	4651941000
 51 	 2 	3196337000
 52 	 3 	3301507000
 53 	 4 	3650494000
 54 	 1 	5448572000
 55 	 2 	3572040000
 56 	 3 	3589210000
 57 	 4 	3825162000
 58 	 1 	5487300000
 59 	 2 	3624259000
 60 	 3 	3725490000
 61 	 4 	3803649000
 62 	 1 	5235000000
 63 	 2 	4035000000
 64 	 3 	3806000000
 65 	 4 	4051000000
 66 	 1 	5682000000
 67 	 2 	4035000000
 68 	 3 	4100000000
 69 	 4 	4218000000
 70 	 1 	6038000000
 71 	 2 	4162000000
 72 	 3 	4248000000
 73 	 4 	4376000000
 74 	 1 	6018000000
 75 	 2 	4243000000
 76 	 3 	4205000000
 77 	 4 	4490000000
 78 	 1 	6342000000
 79 	 2 	4199000000
 80 	 3 	4289000000
 81 	 4 	4444000000
 82 	 1 	6099000000
 83 	 2 	4070000000
 84 	 3 	4242000000
 85 	 4 	4374000000
 86 	 1 	6337000000
 87 	 2 	4123000000
 88 	 3 	4267000000
 89 	 4 	4427000000
 90 	 1 	6387000000
 91 	 2 	3972000000
 92 	 3 	4182000000
 93 	 4 	4327000000
 94 	 1 	6205000000
