 1 	 4 	2317372070
 2 	 1 	2287416992
 3 	 2 	2872128906
 4 	 3 	3287035889
 5 	 4 	3240050049
 6 	 1 	3077481934
 7 	 2 	3568961914
 8 	 3 	4151722168
 9 	 4 	3997790039
 10 	 1 	3751884033
 11 	 2 	4362214844
 12 	 3 	5292916992
 13 	 4 	4921831055
 14 	 1 	4958540039
 15 	 2 	5657273926
 16 	 3 	6550221191
 17 	 4 	6217044922
 18 	 1 	5731459961
 19 	 2 	7123000000
 20 	 3 	8139000000
 21 	 4 	7699000000
 22 	 1 	7258000000
 23 	 2 	8952000000
 24 	 3 	10431000000
 25 	 4 	9877000000
 26 	 1 	9174000000
 27 	 2 	11112000000
 28 	 3 	12618000000
 29 	 4 	11545000000
 30 	 1 	10463000000
 31 	 2 	12200000000
 32 	 3 	14576000000
 33 	 4 	13289000000
 34 	 1 	13488000000
 35 	 2 	14282000000
 36 	 3 	16277000000
 37 	 4 	14475000000
 38 	 1 	13213000000
 39 	 2 	15104000000
 40 	 3 	17989000000
 41 	 4 	16598000000
 42 	 1 	15125000000
 43 	 2 	17550000000
 44 	 3 	19960000000
 45 	 4 	18772000000
 46 	 1 	16812000000
 47 	 2 	18973000000
 48 	 3 	22305000000
 49 	 4 	20744000000
 50 	 1 	19489000000
 51 	 2 	21461000000
 52 	 3 	22592000000
 53 	 4 	19648000000
 54 	 1 	17404000000
 55 	 2 	18545000000
 56 	 3 	22184000000
 57 	 4 	18961000000
 58 	 1 	17659000000
 59 	 2 	17907000000
 60 	 3 	20990000000
 61 	 4 	17784000000
 62 	 1 	14607000000
 63 	 2 	16175000000
 64 	 3 	19071000000
 65 	 4 	16361000000
 66 	 1 	14569000000
 67 	 2 	16863000000
 68 	 3 	19410000000
 69 	 4 	16598000000
 70 	 1 	15126000000
 71 	 2 	16823000000
 72 	 3 	20232000000
 73 	 4 	17326000000
 74 	 1 	16014000000
 75 	 2 	17808000000
 76 	 3 	20570000000
 77 	 4 	18130000000
 78 	 1 	18246000000
 79 	 2 	19124000000
 80 	 3 	22522000000
 81 	 4 	19470000000
 82 	 1 	17696000000
 83 	 2 	19687000000
 84 	 3 	23811000000
 85 	 4 	20516000000
 86 	 1 	19162000000
 87 	 2 	20891000000
 88 	 3 	24829000000
 89 	 4 	21819000000
 90 	 1 	20980000000
 91 	 2 	22762000000
 92 	 3 	26472000000
 93 	 4 	23154000000
 94 	 1 	22207000000
