1	4	3681126953
2	1	4097662109
3	2	3619569092
4	3	5082285156
5	4	4029923096
6	1	4307321777
7	2	3896238037
8	3	6013803223
9	4	4383563965
10	1	4688694824
11	2	4311487793
12	3	6182708984
13	4	4883408203
14	1	5238893066
15	2	4836229004
16	3	6915874023
17	4	5429763184
18	1	5795005859
19	2	5338085938
20	3	7707021973
21	4	5998078125
22	1	6592357910
23	2	6053819824
24	3	8811775000
25	4	6943512207
26	1	7736986816
27	2	6894607910
28	3	10589189000
29	4	7637277832
30	1	8306308594
31	2	7718895020
32	3	11134549805
33	4	8466552734
34	1	9382851562
35	2	8616747070
36	3	12296347000
37	4	9198584961
38	1	10114169922
39	2	9543071289
40	3	13689730469
41	4	10521480469
42	1	11548969727
43	2	10897240234
44	3	15139302000
45	4	11578000000
46	1	12658077000
47	2	11996900000
48	3	16709936000
49	4	12933346000
50	1	14054576000
51	2	13273175000
52	3	19875221000
53	4	14151624000
54	1	15112016000
55	2	14659255000
56	3	20477260000
57	4	15809530000
58	1	16959886000
59	2	16613717000
60	3	23099887000
61	4	16395000000
62	1	16843000000
63	2	15806000000
64	3	22378000000
65	4	17299000000
66	1	18742000000
67	2	17780000000
68	3	24125000000
69	4	19239000000
70	1	20875000000
71	2	20623000000
72	3	28178000000
73	4	21628000000
74	1	22967000000
75	2	22324000000
76	3	32218000000
77	4	23715000000
78	1	24871000000
79	2	24083000000
80	3	32487000000
81	4	25017000000
82	1	26306000000
83	2	25794000000
84	3	35523000000
85	4	26866000000
86	1	27454000000
87	2	26101000000
88	3	35778000000
89	4	27220000000
90	1	28170000000
91	2	26769000000
92	3	36560000000
93	4	28099000000
94	1	29766000000
