 1 	 4 	4735000000
 2 	 1 	6321000000
 3 	 2 	4350000000
 4 	 3 	4242000000
 5 	 4 	5149000000
 6 	 1 	6639000000
 7 	 2 	4367000000
 8 	 3 	4435000000
 9 	 4 	5128000000
 10 	 1 	6632000000
 11 	 2 	4644000000
 12 	 3 	4708000000
 13 	 4 	5745000000
 14 	 1 	8374000000
 15 	 2 	6705000000
 16 	 3 	6649000000
 17 	 4 	7440000000
 18 	 1 	9752000000
 19 	 2 	7052000000
 20 	 3 	6761000000
 21 	 4 	7549000000
 22 	 1 	9316000000
 23 	 2 	7532000000
 24 	 3 	7310000000
 25 	 4 	7834000000
 26 	 1 	9067000000
 27 	 2 	7528000000
 28 	 3 	7207000000
 29 	 4 	7538000000
 30 	 1 	9573000000
 31 	 2 	7522000000
 32 	 3 	7211000000
 33 	 4 	7729000000
 34 	 1 	9542000000
 35 	 2 	7728000000
 36 	 3 	7198000000
 37 	 4 	7872000000
 38 	 1 	5743000000
 39 	 2 	7493000000
 40 	 3 	7313000000
 41 	 4 	7985000000
 42 	 1 	6098000000
 43 	 2 	4033000000
 44 	 3 	3857000000
 45 	 4 	4461000000
 46 	 1 	5955000000
 47 	 2 	4118000000
 48 	 3 	3981000000
 49 	 4 	4479000000
 50 	 1 	6203000000
 51 	 2 	4220000000
 52 	 3 	4238000000
 53 	 4 	4781000000
 54 	 1 	6664000000
 55 	 2 	4350000000
 56 	 3 	4391000000
 57 	 4 	4729000000
 58 	 1 	6390000000
 59 	 2 	4127000000
 60 	 3 	4282000000
 61 	 4 	4318000000
 62 	 1 	5759000000
 63 	 2 	3884000000
 64 	 3 	3943000000
 65 	 4 	4179000000
 66 	 1 	5550000000
 67 	 2 	3929000000
 68 	 3 	3938000000
 69 	 4 	4189000000
 70 	 1 	5703000000
 71 	 2 	3943000000
 72 	 3 	3906000000
 73 	 4 	3986000000
 74 	 1 	5425000000
 75 	 2 	3152000000
 76 	 3 	3022000000
 77 	 4 	2927000000
 78 	 1 	3884000000
 79 	 2 	2635000000
 80 	 3 	2663000000
 81 	 4 	2779000000
 82 	 1 	3782000000
 83 	 2 	2801000000
 84 	 3 	2799000000
 85 	 4 	2764000000
 86 	 1 	3893000000
 87 	 2 	2857000000
 88 	 3 	2875000000
 89 	 4 	2897000000
 90 	 1 	3996000000
 91 	 2 	2811000000
 92 	 3 	2918000000
 93 	 4 	2857000000
 94 	 1 	3961000000
