 1 	 4 	4625000000
 2 	 1 	6281000000
 3 	 2 	4465000000
 4 	 3 	4802000000
 5 	 4 	5046000000
 6 	 1 	6998000000
 7 	 2 	4757000000
 8 	 3 	5236000000
 9 	 4 	5573000000
 10 	 1 	7950000000
 11 	 2 	5380000000
 12 	 3 	5751000000
 13 	 4 	6073000000
 14 	 1 	8167000000
 15 	 2 	5889000000
 16 	 3 	6293000000
 17 	 4 	6622000000
 18 	 1 	8953000000
 19 	 2 	6402000000
 20 	 3 	6987000000
 21 	 4 	7218000000
 22 	 1 	10055000000
 23 	 2 	7158000000
 24 	 3 	7687000000
 25 	 4 	7927000000
 26 	 1 	10930000000
 27 	 2 	7746000000
 28 	 3 	8251000000
 29 	 4 	8582000000
 30 	 1 	12324000000
 31 	 2 	8334000000
 32 	 3 	8941000000
 33 	 4 	9331000000
 34 	 1 	13220000000
 35 	 2 	9594000000
 36 	 3 	10068000000
 37 	 4 	10194000000
 38 	 1 	14061000000
 39 	 2 	10322000000
 40 	 3 	9594000000
 41 	 4 	9827000000
 42 	 1 	13676000000
 43 	 2 	11587000000
 44 	 3 	10556000000
 45 	 4 	10909000000
 46 	 1 	15194000000
 47 	 2 	11477000000
 48 	 3 	11990000000
 49 	 4 	12206000000
 50 	 1 	16947000000
 51 	 2 	12863000000
 52 	 3 	13347000000
 53 	 4 	13570000000
 54 	 1 	19710000000
 55 	 2 	14041000000
 56 	 3 	14620000000
 57 	 4 	14835000000
 58 	 1 	19872000000
 59 	 2 	14802000000
 60 	 3 	15472000000
 61 	 4 	15114000000
 62 	 1 	19560000000
 63 	 2 	14833000000
 64 	 3 	15067000000
 65 	 4 	15276000000
 66 	 1 	20181000000
 67 	 2 	15593000000
 68 	 3 	15532000000
 69 	 4 	15605000000
 70 	 1 	20661000000
 71 	 2 	15935000000
 72 	 3 	16240000000
 73 	 4 	16402000000
 74 	 1 	21288000000
 75 	 2 	16867000000
 76 	 3 	16779000000
 77 	 4 	16929000000
 78 	 1 	22726000000
 79 	 2 	16706000000
 80 	 3 	17117000000
 81 	 4 	17258000000
 82 	 1 	20893000000
 83 	 2 	16657000000
 84 	 3 	16957000000
 85 	 4 	17254000000
 86 	 1 	21751000000
 87 	 2 	17119000000
 88 	 3 	17427000000
 89 	 4 	17613000000
 90 	 1 	21626000000
 91 	 2 	16196000000
 92 	 3 	16169000000
 93 	 4 	16441000000
 94 	 1 	20690000000
