 1 	 4 	769372985.8
 2 	 1 	1107423950
 3 	 2 	762062011.7
 4 	 3 	1079500977
 5 	 4 	861968017.6
 6 	 1 	1190947021
 7 	 2 	815598022.5
 8 	 3 	1149239014
 9 	 4 	906848022.5
 10 	 1 	1241832031
 11 	 2 	905961975.1
 12 	 3 	1241463989
 13 	 4 	984440002.4
 14 	 1 	1321197021
 15 	 2 	953747009.3
 16 	 3 	1353344971
 17 	 4 	1089784058
 18 	 1 	1454748047
 19 	 2 	1040214966
 20 	 3 	1447284058
 21 	 4 	1094348999
 22 	 1 	1446041992
 23 	 2 	1039104980
 24 	 3 	1443395020
 25 	 4 	1110114014
 26 	 1 	1539977000
 27 	 2 	1153376953
 28 	 3 	1457035034
 29 	 4 	1262390015
 30 	 1 	1655735000
 31 	 2 	1218040039
 32 	 3 	1545759033
 33 	 4 	1239240967
 34 	 1 	1631089966
 35 	 2 	1245760986
 36 	 3 	1655527954
 37 	 4 	1323201050
 38 	 1 	1750586060
 39 	 2 	1335472046
 40 	 3 	1784848999
 41 	 4 	1409109009
 42 	 1 	1932548950
 43 	 2 	1535489990
 44 	 3 	1953479980
 45 	 4 	1542075000
 46 	 1 	2100343000
 47 	 2 	1654474000
 48 	 3 	2106438000
 49 	 4 	1666130000
 50 	 1 	2295818000
 51 	 2 	1787223000
 52 	 3 	2270468000
 53 	 4 	1872103000
 54 	 1 	2630904000
 55 	 2 	1980872000
 56 	 3 	2390000000
 57 	 4 	2045444000
 58 	 1 	2591000000
 59 	 2 	1949000000
 60 	 3 	2359000000
 61 	 4 	1879000000
 62 	 1 	2386000000
 63 	 2 	1792000000
 64 	 3 	2232000000
 65 	 4 	1963000000
 66 	 1 	2640000000
 67 	 2 	2087000000
 68 	 3 	2515000000
 69 	 4 	2182000000
 70 	 1 	2916000000
 71 	 2 	2323000000
 72 	 3 	2810000000
 73 	 4 	2478000000
 74 	 1 	3266000000
 75 	 2 	2625000000
 76 	 3 	3006000000
 77 	 4 	2808000000
 78 	 1 	3698000000
 79 	 2 	2749000000
 80 	 3 	3196000000
 81 	 4 	2884000000
 82 	 1 	3711000000
 83 	 2 	2931000000
 84 	 3 	3392000000
 85 	 4 	3140000000
 86 	 1 	4043000000
 87 	 2 	3215000000
 88 	 3 	3701000000
 89 	 4 	3328000000
 90 	 1 	4194000000
 91 	 2 	3249000000
 92 	 3 	3651000000
 93 	 4 	3542000000
 94 	 1 	4316000000
